Series Name	Series Code	Country Name	Country Code	1960 [YR1960]	1961 [YR1961]	1962 [YR1962]	1963 [YR1963]	1964 [YR1964]	1965 [YR1965]	1966 [YR1966]	1967 [YR1967]	1968 [YR1968]	1969 [YR1969]	1970 [YR1970]	1971 [YR1971]	1972 [YR1972]	1973 [YR1973]	1974 [YR1974]	1975 [YR1975]	1976 [YR1976]	1977 [YR1977]	1978 [YR1978]	1979 [YR1979]	1980 [YR1980]	1981 [YR1981]	1982 [YR1982]	1983 [YR1983]	1984 [YR1984]	1985 [YR1985]	1986 [YR1986]	1987 [YR1987]	1988 [YR1988]	1989 [YR1989]	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Guinea	GIN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Guyana	GUY	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Haiti	HTI	..	..	..	..	..	..	..	..	..	..	..	12.30922013	17.02019456	19.95703392	22.78155225	29.37539163	26.72650859	30.32901931	34.30847058	35.75107622	40.95741203	47.77723298	48.19263351	49.20701259	49.51662004	50.59369271	53.77214673	52.46929497	53.86485469	56.20804163	58.31206023	44.59237393	39.93515614	28.28420447	18.50184321	29.92401602	33.51933005	41.66691835	36.56845936	38.78921488	35.44191269	34.85736722	30.334816	28.51874528	28.07270568	37.02742534	37.4091725	25.32204779	23.59601398	35.72563121	24.40093456	31.14818314	45.97048753	43.71259506	38.96914873	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Honduras	HND	..	..	..	..	..	..	..	..	..	..	..	126.5132901	126.9901631	143.4829441	148.4021922	155.7118171	162.4036728	181.3390757	181.6024041	205.7944887	210.69596	224.3643318	221.1904547	231.4361768	238.2736281	282.6317642	279.3550707	326.3020597	337.8695528	331.5235939	367.8868483	351.5720053	328.325809	341.5570668	304.3605502	353.8241294	401.8508315	415.1681854	445.2500684	447.5225889	492.1613609	499.7713303	521.6258349	545.7915406	544.824631	580.0556864	591.1364539	643.2301518	665.0866836	633.3524206	627.106677	674.2420614	646.7468785	653.6313849	630.1355308	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Hong Kong SAR, China	HKG	..	..	..	..	..	..	..	..	..	..	..	1297.802388	1311.960423	1416.446624	1351.363699	1439.393939	1610.004427	1804.873792	1950.723085	2003.164493	2156.583911	2229.617625	2361.477823	2624.83396	2786.453991	2918.331439	3196.792528	3845.354359	4072.073353	3936.723998	4177.929705	4401.251739	4507.887251	4698.695136	4835.470723	4849.823752	4915.701966	4968.486586	5325.733148	5268.145009	5446.661665	5549.945638	5647.899646	5713.882451	5782.560625	5878.441848	5882.807601	5907.349305	5883.037742	5950.83754	5973.349278	5959.895922	6031.244318	5941.160902	6083.269936	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Hungary	HUN	..	..	..	..	..	1135.009241	1219.513034	1306.304913	1380.095097	1467.366391	1588.618976	1711.303273	1827.765553	1955.511162	2070.195596	2148.374962	2284.247364	2418.569217	2611.180607	2638.695714	2697.756594	2738.55641	2833.487537	2950.662723	3103.834377	3194.094911	3268.312011	3424.657212	3426.229844	3484.352137	3426.551101	3223.918869	3116.012869	2995.986589	3025.71071	3066.522154	3162.374877	3188.381968	3215.679628	3321.406628	3309.283711	3426.722902	3545.170756	3637.278332	3680.168467	3771.364614	3882.490664	3976.518977	3988.767694	3773.153807	3876.491084	3898.823143	3923.042324	3892.113701	3965.958233	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Iceland	ISL	2614.282297	2871.043239	2895.08603	2978.675271	3074.350603	2974.73555	2914.557447	2918.224311	2992.734059	3796.055446	6471.399642	7001.523547	7650.487479	9895.580665	9962.408635	9588.079586	10002.08945	10631.24721	10986.99544	11841.31836	12680.9212	12918.46331	14038.31352	14642.77124	15239.38358	14771.85642	15350.76898	15268.9143	16353.00713	16424.62785	16148.27372	15931.13962	16099.9322	16737.13148	17066.32183	17396.4736	17358.58037	18957.83541	21321.16024	24522.22755	26201.52558	26950.39443	27896.89868	27666.38689	28215.45225	27988.02968	31328.3868	36852.54489	50063.95433	51259.18763	51439.90869	52373.87701	53202.83366	54799.17471	53832.47909	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	India	IND	..	..	..	..	..	..	..	..	..	..	..	98.05645889	100.5951706	100.9225178	104.292848	114.8910388	124.4865032	126.630124	136.3256028	136.1563345	142.148885	152.3618744	158.6136095	166.2375729	183.9226463	194.2017047	208.7035465	220.9997603	240.8826509	257.9640152	273.0466135	291.9538052	305.5359287	321.7114714	342.4618392	360.0470532	361.0925011	376.8006779	387.1969004	393.3731989	394.9638097	395.1047593	411.9673978	431.8411318	453.0102057	469.4539231	510.7516179	543.3586454	562.8991702	600.2017021	642.1116154	698.5478127	724.7911885	765.5638456	805.5991906	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Indonesia	IDN	..	..	..	..	..	..	..	..	..	..	..	14.34846787	15.89300958	15.81586973	19.1817014	21.44210347	18.32689616	21.72264777	31.74899814	38.67312702	46.1589474	52.26560225	61.41498534	66.08271958	71.43052432	79.74562074	92.04164855	104.3388633	119.5193744	137.4940069	162.5028472	177.9315105	194.3055893	212.8201043	240.0110068	263.5893937	297.1815533	331.2979891	331.1271413	357.0254899	390.3745511	411.3162034	417.2075298	428.397417	473.6764808	499.7160945	514.8665408	544.7120817	568.3960515	592.1564174	634.1760898	678.6442926	732.1023539	773.293854	811.9001839	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Iran, Islamic Rep.	IRN	..	..	..	..	..	..	..	..	..	..	..	274.1343032	315.5185867	383.6039362	421.2927278	458.4706999	490.5777999	514.295552	511.7498704	555.4502834	537.9094254	557.1934636	612.7019694	681.8406981	716.9479791	749.5558661	758.7372329	807.5983112	802.176246	861.0165187	943.2260076	999.8329603	1074.668845	1127.303389	1174.329899	1201.027264	1293.358311	1337.988435	1381.754765	1460.945495	1534.615981	1628.119798	1727.335216	1869.756247	1990.301233	2060.086186	2200.205874	2285.040672	2398.472099	2479.916388	2631.239763	2651.077043	2751.342926	2795.956949	2985.68728	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Iraq	IRQ	..	..	..	..	..	..	..	..	..	..	..	259.3628274	259.9094609	305.2642979	323.7182873	365.2674476	412.4072519	485.1971533	578.812162	726.5911936	792.0397007	734.2733513	899.0665043	1037.111752	1215.744223	1279.114969	1328.595744	1309.503062	1336.191321	1329.797379	1305.168783	1092.922671	1306.520516	1321.907728	1369.988905	1415.600364	1372.308684	1355.693221	1314.090648	1274.578248	1237.406703	1238.472485	1264.550379	1040.790903	1202.130563	833.8508879	972.9975314	768.8505491	750.1867738	836.5041346	1195.993811	1272.730877	1110.274775	1397.125326	1305.687469	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Ireland	IRL	695.0434844	752.0181277	838.1375505	886.1935393	1041.670301	1134.39683	1238.230407	1343.347861	1498.516575	1608.783864	1750.951052	1884.661018	2021.173255	2143.262205	2246.055777	2175.228481	2377.66557	2535.799159	2693.520771	2935.012968	2868.319269	2827.396467	2794.193585	2852.788697	2962.272638	3114.964549	3271.472926	3414.634284	3427.283629	3598.11097	3767.529299	3897.873231	4104.900195	4185.097229	4351.064203	4525.275566	4787.890617	4976.632824	5201.610905	5433.864939	5796.055581	5896.939225	6035.686646	6092.548994	6168.398988	6241.715574	6351.099111	6218.313404	6340.733045	5947.909489	5927.86868	5657.538159	5651.008483	5698.756179	5672.064134	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Isle of Man	IMN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Israel	ISR	..	..	..	..	..	..	..	..	..	..	..	2288.693385	2497.141042	2497.559487	2518.21143	2624.891462	2718.086612	2831.995572	3011.924119	3049.392499	3022.17638	3067.492417	3173.902258	3313.276492	3359.461409	3485.235058	3407.071412	3756.466011	4026.114363	4228.419655	4176.180258	3981.208325	4568.416943	4618.893746	4934.247083	5127.86294	5340.302178	5488.519534	5819.460727	5974.367347	6323.103832	6400.217425	6502.739726	6597.306307	6525.921574	6572.199535	6711.229567	7003.24508	7134.002846	6607.887143	6953.276667	6930.000773	7184.501612	6710.093678	6600.89828	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Italy	ITA	975.0257472	1046.415105	1143.605129	1266.350581	1353.314491	1446.739592	1573.202079	1693.254317	1823.39875	1934.814463	2072.912767	2152.773938	2295.493059	2457.726839	2537.285386	2476.362214	2710.457936	2776.818135	2891.044192	3040.959609	3104.854578	3096.934737	3132.771223	3134.392335	3304.327409	3391.669627	3490.343116	3662.666562	3825.917783	4007.179517	4144.907442	4224.740106	4310.537968	4303.645312	4439.319253	4597.892598	4658.700157	4791.285246	4955.721944	5079.492406	5299.856479	5406.491722	5539.703837	5652.519542	5687.997573	5731.101557	5833.467297	5804.325964	5757.960611	5368.390567	5493.711037	5514.803615	5397.741477	5159.183655	5002.40668	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Jamaica	JAM	..	..	..	..	..	..	..	..	..	..	..	815.1192007	967.0110211	1001.169472	1046.028246	695.8496097	736.2225893	756.5350885	756.5309565	685.0503355	661.1050625	645.7093998	768.5676413	740.6540802	592.9109676	579.8246672	606.3377538	641.7910636	612.9012581	578.555646	866.2501516	712.038234	1444.007006	1523.23506	1693.958216	2048.127246	2101.879279	2156.696215	2235.610697	2261.960877	2274.486011	2275.672382	2343.211476	2405.888861	2376.888987	2392.999093	2366.789734	1921.838739	1156.938657	1218.580626	1213.257088	1203.395803	1038.017706	1015.49649	1055.523469	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Japan	JPN	1110.263405	1246.010764	1317.93138	1506.011651	1676.445935	1775.836089	1984.16675	2253.660958	2513.333531	2863.179933	3222.003929	3415.688241	3737.265366	4090.998251	3967.084839	4028.667143	4310.620638	4444.771348	4670.1074	4862.75999	4717.687657	4754.377465	4696.620486	4960.933766	5184.888933	5327.798665	5327.79113	5639.948891	5904.789867	6236.922902	6805.540041	7009.029946	7034.613496	7094.012976	7522.571042	7695.716643	7835.41274	7991.00407	8003.955696	8147.38887	8299.409506	8162.014644	8266.099102	8164.933682	8393.257723	8539.010589	8542.478139	8710.025703	8270.007731	8020.273806	8594.909034	8099.598695	7998.346771	7988.58331	7819.714636	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Jordan	JOR	..	..	..	..	..	..	..	..	..	..	..	131.1852895	153.6242022	173.7230074	189.0431772	214.259607	255.1803738	222.8722023	256.869928	326.1358769	366.4049609	421.3403825	497.711076	623.8120766	705.2870997	745.8602168	778.0692724	854.5623174	854.6819353	863.0280266	935.2403624	902.3739068	1000.202107	1024.244104	1055.51629	1112.640895	1158.093306	1163.842975	1226.888792	1254.461954	1294.49965	1330.128804	1409.554026	1452.16383	1564.420808	1592.548692	1695.080341	1802.62485	1866.61514	1831.371875	1865.674239	1868.132869	1941.17714	1877.585736	1888.116953	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kazakhstan	KAZ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	5905.00367	5641.834595	5354.491838	4541.830801	4340.735396	4041.129956	3636.627647	3173.793049	2948.783449	2838.34344	3169.523341	3512.035501	3558.327279	3768.792821	3859.192559	4012.073919	4261.212572	4487.28613	4689.166773	4447.324403	4728.011591	4892.735191	5180.653819	5345.46874	5600.208465	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kenya	KEN	..	..	..	..	..	..	..	..	..	..	..	77.97545858	82.42857762	85.15663234	87.47772184	90.45996594	96.52272421	98.15330679	101.1735468	104.7063459	104.9235386	108.7466054	107.2927766	106.6920827	108.3022693	113.4280433	116.2001795	125.2407867	118.6478697	121.6364302	125.2002617	126.5943296	126.542459	129.0279293	126.4102217	127.621656	129.8505947	127.4084919	128.0828093	118.4625154	106.103299	115.7434551	114.9514953	120.5947042	127.869104	130.2142282	138.0490418	141.7059522	141.1551364	142.1072896	150.2775613	151.1291532	152.8411278	163.4734576	166.7381869	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Korea, Dem. People¡¯s Rep.	PRK	..	..	..	..	..	..	..	..	..	..	..	909.0773429	936.4949012	963.2951891	990.5292589	1018.756674	1033.238444	1049.678095	1066.996835	1083.973198	1098.949528	1112.331181	1123.687597	1134.427655	1145.715002	1204.148615	1188.612187	1209.346281	1282.097924	1323.963408	1237.418478	1156.864791	1024.482309	902.4804764	925.8511755	905.943149	825.6024768	736.9836492	637.5198914	692.7683614	712.3706473	735.2213251	713.4690661	751.0661239	779.6203696	807.0141076	785.0431757	748.6998978	802.8306056	727.0974423	741.6760496	654.7125999	651.5642491	617.6664862	600.285957	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Korea, Rep.	KOR	..	..	..	..	..	..	..	..	..	..	..	295.5961286	343.5863454	397.0894301	458.9495538	501.7187147	577.9317603	659.2369313	779.5140737	880.5560875	913.629356	971.7934818	1027.860403	1140.705094	1250.236475	1340.129958	1480.018501	1674.247249	1920.523557	2095.194713	2373.214406	2588.848076	2826.188795	3091.371196	3495.488731	3881.024437	4280.71094	4651.628883	4436.174407	4878.833384	5906.959333	6309.203405	6673.937704	6977.317662	7390.794147	7796.314674	8039.796283	8462.206543	8772.287463	8877.574933	9716.126081	10129.95709	10305.32898	10384.62216	10496.51367	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kosovo	XKX	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	1557.058824	1968.075789	1953.815697	1908.461924	2111.318521	2169.095663	2225.018842	2395.863861	2644.526129	2558.084877	2649.689133	2946.957007	2862.840682	2907.735322	2804.369305	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kuwait	KWT	..	..	..	..	..	..	..	..	..	..	..	3011.950441	3532.630318	3697.221855	3885.642504	4160.243526	4376.57052	4764.773347	5232.970648	6099.179569	6048.889543	6385.348211	7121.617348	7274.910511	7719.377498	8156.439873	8531.647155	8618.444418	8910.752691	9346.511952	8206.266387	4956.62097	..	..	..	13108.98512	13894.98327	13865.6829	14532.06437	14359.76099	14027.61246	14471.7224	15095.39223	16331.06175	16629.98842	17028.29147	17738.92442	17097.47904	17054.75165	16531.3971	16722.6858	15786.33497	15833.04767	14891.12477	15213.41987	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Kyrgyz Republic	KGZ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2330.570231	2322.340712	2328.254418	1914.229415	1896.303515	2074.37944	1965.690087	1802.870284	1684.000839	1795.306173	1696.064021	1445.875715	1365.94065	1644.359844	1417.908986	1374.307519	1377.433696	1456.229595	1378.720364	1323.723367	1371.721214	1649.258332	1809.102582	1887.020071	1941.221832	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Lao PDR	LAO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Latvia	LVA	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	3396.728161	3285.317445	2638.90897	2048.149058	1973.228518	1997.138093	1992.900926	2056.435022	2129.858727	2072.803727	2082.321387	2213.360603	2307.186518	2493.930169	2607.45996	2777.38198	2966.609973	3169.077295	3213.12144	3026.611489	3229.951062	3264.05332	3587.932866	3472.541385	3507.404521	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Lebanon	LBN	..	..	..	..	..	..	..	..	..	..	..	525.5878873	575.1561508	649.8902	700.8487882	646.428724	692.746254	742.4543045	811.9422696	915.6348004	973.7868255	1047.884218	1138.558419	1235.62399	1292.356836	1311.747104	1411.880715	1562.773069	1349.029542	840.6171251	517.9399604	1017.271083	1194.601295	1366.494143	1481.18764	1561.617119	2116.927606	2507.542027	3031.197344	2996.851722	2985.44276	2946.552221	3010.357845	2963.692204	2847.848725	2810.738899	2694.615944	2796.058991	2966.397611	3140.45185	3478.789368	3342.582809	2802.251402	3100.394951	2892.770465	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Lesotho	LSO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Liberia	LBR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Libya	LBY	..	..	..	..	..	..	..	..	..	..	..	178.6238424	191.1930878	370.2553322	426.9009905	539.8582078	647.9843874	775.7437526	885.8400862	1051.10909	1120.061526	1085.196433	1055.034774	1030.240776	1011.285886	998.5076596	1048.9184	1429.300366	1534.445166	1497.142239	1576.861518	1657.683604	1752.954846	1808.512585	1820.390224	1770.530945	1787.769536	1803.110214	2097.583641	2177.407107	2222.657476	2256.750493	2773.940912	2950.167665	3109.158511	3431.39489	3795.842341	3795.582244	3159.384366	3148.967996	3377.29408	2863.808369	2272.896675	2367.183831	1857.156581	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Liechtenstein	LIE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Lithuania	LTU	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	4023.43207	4022.532662	3166.929451	2494.424475	2498.944532	2538.644546	2735.441037	2727.727637	2825.884653	2702.428156	2516.905098	2695.906268	2848.913483	3087.655148	3196.849344	3187.03108	3353.304327	3564.206785	3733.626495	3622.290317	3470.78503	3529.918778	3607.703798	3663.671197	3821.14517	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Luxembourg	LUX	4548.205243	4630.024144	5094.31021	7016.352977	8692.601068	9107.088989	9541.921862	9495.664114	9209.468513	10260.74074	10649.49539	11871.35135	11661.85805	11796.26195	13108.01296	10642.15072	11487.78453	10443.93648	10806.42087	10982.31805	10784.01758	11089.05469	10992.40818	11137.1854	11737.76906	12064.16039	12159.46573	12275.118	13423.48373	13537.5232	13667.67055	14087.8553	12927.90208	12632.24102	13665.07415	14920.77088	14629.73022	15134.10418	15460.32494	14990.41756	15668.11827	15616.32977	15980.2768	16258.88449	16300.11242	15644.14672	16456.60412	16352.3218	15937.78778	14425.96473	16829.96254	15586.08423	14703.94353	14193.16843	13914.67845	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Macao SAR, China	MAC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Macedonia, FYR	MKD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2667.530963	2708.069324	2966.823372	2613.874401	2708.781286	2797.425642	2920.918066	2995.100518	3071.483561	2856.163375	2895.589239	2800.999784	2755.587312	3108.950603	3143.340915	3374.311741	3450.072583	3621.472816	3676.154046	3421.305857	3574.086353	3882.969509	3681.228291	3551.024479	3496.999993	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Madagascar	MDG	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Malawi	MWI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Malaysia	MYS	..	..	..	..	..	..	..	..	..	..	..	313.1345291	347.3077381	374.9774211	400.2954032	429.9326883	466.6813646	530.8608405	560.5396116	618.2671418	658.785161	688.8432301	728.6481524	768.2228375	816.2392107	842.7494634	883.9487974	923.9879098	996.8528719	1075.731706	1156.814983	1265.606639	1418.418529	1532.908468	1784.269232	2003.79623	2187.285253	2471.606618	2525.474978	2648.713033	2748.08407	2759.536547	2821.66756	2915.868039	2986.322177	2877.230962	3072.419424	3284.515477	3301.234636	3960.60435	4159.639935	4104.888234	4323.346882	4484.169981	4596.331939	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Maldives	MDV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mali	MLI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Malta	MLT	..	..	..	..	..	..	..	..	..	..	..	1007.598282	1071.251447	1207.809398	1006.635849	1111.03076	1249.28869	1358.438935	1479.776389	1598.891946	1664.324401	1749.315008	1831.861503	1860.681826	1920.790821	2110.256441	2250.6657	2487.771601	2692.003167	2851.261113	2823.502838	3597.685828	3726.694558	3716.591078	3735.355406	3921.371208	3790.42129	3827.153721	3921.751837	4197.864688	4311.858637	4292.315051	4500.3523	4872.272205	4797.292583	4912.90976	4897.510042	4873.083467	4836.593963	4434.186633	4767.097378	4867.0568	5002.047483	4915.873765	4924.544019	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Marshall Islands	MHL	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mauritania	MRT	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mauritius	MUS	..	..	..	..	..	..	..	..	..	..	..	146.5629208	160.78812	180.384566	201.58489	211.8834081	249.3086099	280.0150644	279.5932293	309.5101738	299.1597648	295.7789287	294.2003242	301.4901801	301.3175976	313.5631751	347.1546929	388.0001776	436.1416703	482.2784088	670.5862908	728.7907866	780.1254287	820.1397154	857.2614719	945.2477912	1021.167623	1108.610762	1205.596934	1226.955237	1363.24611	1453.664547	1473.492493	1561.765991	1614.246648	1683.690833	1743.117482	1816.671103	1881.649775	1907.12257	1995.361484	2025.704166	2075.035712	2148.328411	2182.509156	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Mexico	MEX	..	..	..	..	..	..	..	..	..	..	..	501.4452689	543.4031138	572.654746	615.4698283	642.2615281	679.4864754	720.5122864	776.0811229	820.7835661	866.5981141	905.9869187	960.0904696	979.8569066	1018.86228	1058.250411	1077.100684	1123.025746	1157.547071	1212.909893	1165.399223	1272.218633	1291.62651	1283.956053	1367.863203	1383.935336	1406.015075	1486.2296	1597.072199	1641.765199	1750.556158	1784.87662	1796.769753	1952.538011	1882.395463	1950.98786	1974.469114	1998.7241	1995.437183	1942.760548	1963.314688	2153.71537	2187.227534	2079.193579	2090.175944	..	..	..	..
Electric power consumption (kWh per capita)	EG.USE.ELEC.KH.PC	Micronesia, Fed. Sts.	FSM	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
